mal_id,title,type,source,episodes,aired_from,duration,rating,score,scored_by,rank,popularity,members,favorites,season,studios,producers,licensors,genres
122,Full Moon wo Sagashite,TV,Manga,52.0,2002-04-06,24 min per ep,PG-13 - Teens 13 or older,7.95,50325.0,822.0,2143,118177,1927,spring,Studio Deen,TV Tokyo|Nihon Ad Systems,VIZ Media|AnimEigo,Comedy|Drama|Romance|Supernatural
123,Fushigi Yuugi,TV,Manga,52.0,1995-04-06,23 min per ep,PG-13 - Teens 13 or older,7.61,54507.0,1725.0,1992,129017,2166,spring,Studio Pierrot,TV Tokyo|Yomiko Advertising|Apollon,Media Blasters|Geneon Entertainment USA,Action|Adventure|Fantasy|Romance
124,Fushigi Yuugi: Eikouden,OVA,Manga,4.0,2001-12-21,30 min per ep,PG-13 - Teens 13 or older,6.78,9543.0,6265.0,5595,19324,39,,Studio Pierrot,Inconnu,Media Blasters|Geneon Entertainment USA,Adventure|Drama|Fantasy|Romance
125,Futakoi,TV,Original,13.0,2004-10-07,24 min per ep,PG-13 - Teens 13 or older,6.48,17024.0,8142.0,4192,37747,26,fall,Telecom Animation Film,Lantis,Discotek Media,Comedy|Romance
126,Futakoi Alternative,TV,Original,13.0,2005-04-07,24 min per ep,PG-13 - Teens 13 or older,6.91,12720.0,5431.0,4424,33702,87,spring,ufotable|feel.|Studio Flag,Lantis,Discotek Media,Comedy|Drama|Romance
127,Gate Keepers,TV,Game,24.0,2000-04-03,25 min per ep,PG-13 - Teens 13 or older,6.96,10161.0,5161.0,5093,24382,61,spring,Gonzo,Bandai Visual|Media Factory|Kadokawa Shoten|Pony Canyon,Geneon Entertainment USA,Comedy|Fantasy|Sci-Fi
128,Gate Keepers 21,OVA,Game,6.0,2002-04-24,25 min per ep,PG-13 - Teens 13 or older,6.77,5013.0,6316.0,6827,11635,21,,Gonzo,Inconnu,Geneon Entertainment USA,Drama|Sci-Fi
129,Gensoumaden Saiyuuki,TV,Manga,50.0,2000-04-04,23 min per ep,R - 17+ (violence & profanity),7.53,22283.0,2052.0,3264,59150,804,spring,Studio Pierrot,TV Tokyo|Dentsu|Group TAC,ADV Films,Action|Adventure|Drama|Fantasy
130,Saiyuuki Reload,TV,Manga,25.0,2003-10-02,23 min per ep,PG-13 - Teens 13 or older,7.35,14274.0,2916.0,4162,38341,121,fall,Studio Pierrot,Zet,Discotek Media|Geneon Entertainment USA,Action|Adventure|Comedy|Drama|Supernatural
131,Saiyuuki Reload Gunlock,TV,Manga,26.0,2004-04-02,24 min per ep,PG-13 - Teens 13 or older,7.36,9085.0,2869.0,5018,25417,49,spring,Studio Pierrot,Zet,Geneon Entertainment USA,Action|Adventure|Comedy|Drama|Supernatural
132,GetBackers,TV,Manga,49.0,2002-10-05,24 min per ep,PG-13 - Teens 13 or older,7.57,55653.0,1879.0,1996,128860,915,fall,Studio Deen,TBS|Kodansha|Rondo Robe|Rakuonsha,ADV Films|Sentai Filmworks,Action|Mystery|Supernatural
133,Green Green,TV,Visual novel,12.0,2003-07-13,24 min per ep,R+ - Mild Nudity,6.14,68179.0,10135.0,2082,122378,233,summer,Studio Matrix,Pony Canyon|Memory-Tech|Pony Canyon Enterprises|Aquatone,Media Blasters,Comedy|Romance|Ecchi
134,Gunslinger Girl,TV,Manga,13.0,2003-10-09,24 min per ep,R - 17+ (violence & profanity),7.39,81513.0,2692.0,1368,203673,1252,fall,Madhouse,Marvelous Entertainment|Fuji TV,Funimation,Action|Drama|Sci-Fi|Suspense
135,Hikaru no Go,TV,Manga,75.0,2001-10-10,23 min per ep,PG-13 - Teens 13 or older,8.08,66812.0,617.0,1778,149941,2577,fall,Studio Pierrot,TV Tokyo|Dentsu|Dream Force,VIZ Media,Comedy|Drama|Supernatural
136,Hunter x Hunter,TV,Manga,62.0,1999-10-16,23 min per ep,PG-13 - Teens 13 or older,8.44,314556.0,194.0,379,647365,12171,fall,Nippon Animation,Fuji TV,VIZ Media,Action|Adventure|Fantasy
137,Hunter x Hunter: Original Video Animation,OVA,Manga,8.0,2002-01-17,23 min per ep,PG-13 - Teens 13 or older,8.32,70702.0,300.0,1908,137265,446,,Nippon Animation,Inconnu,Inconnu,Action|Adventure|Fantasy
138,Hunter x Hunter: Greed Island,OVA,Manga,8.0,2003-02-05,23 min per ep,PG-13 - Teens 13 or older,8.19,92604.0,456.0,1517,182422,325,,Nippon Animation,Inconnu,Inconnu,Action|Adventure|Fantasy
139,Hunter x Hunter: Greed Island Final,OVA,Manga,14.0,2004-03-03,23 min per ep,PG-13 - Teens 13 or older,8.26,83940.0,368.0,1707,157159,262,,Nippon Animation,Inconnu,Inconnu,Action|Adventure|Fantasy
141,Jinki:Extend,TV,Manga,12.0,2005-01-06,23 min per ep,R - 17+ (violence & profanity),6.15,4925.0,10094.0,6444,13382,11,winter,feel.,TV Asahi|GANSIS|Fonishia,ADV Films|Funimation,Sci-Fi
142,Kamikaze Kaitou Jeanne,TV,Manga,44.0,1999-02-13,24 min per ep,PG-13 - Teens 13 or older,7.49,30196.0,2243.0,3201,61383,571,winter,Toei Animation,TV Asahi|Toei Advertising,Inconnu,Action|Drama|Romance|Supernatural
143,Kannazuki no Miko,TV,Manga,12.0,2004-10-02,24 min per ep,PG-13 - Teens 13 or older,6.81,32109.0,6078.0,2817,76756,719,fall,TNK,Studio Fantasia|Remic|Front Line|Kodansha|Rondo Robe|Memory-Tech|Toshiba Entertainment|Geneon Entertainment,Sentai Filmworks|Geneon Entertainment USA,Drama|Girls Love|Supernatural
144,Kanon,TV,Visual novel,13.0,2002-01-31,24 min per ep,G - All Ages,7.07,28791.0,4606.0,2949,71139,230,winter,Toei Animation,Movic|Fuji TV|Fujipacific Music,Inconnu,Drama|Romance|Supernatural
145,Kareshi Kanojo no Jijou,TV,Manga,26.0,1998-10-02,24 min per ep,PG-13 - Teens 13 or older,7.6,86765.0,1778.0,1102,254297,2903,fall,Gainax|J.C.Staff,TV Tokyo|SoftX|GANSIS,Nozomi Entertainment,Comedy|Drama|Romance
146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12.0,2004-04-02,24 min per ep,R+ - Mild Nudity,6.72,29960.0,6640.0,3107,64849,163,spring,Gainax|Shaft,TBS|Rondo Robe|Movic|Geneon Entertainment,ADV Films,Comedy|Drama|Romance|Sci-Fi|Ecchi
147,Kimi ga Nozomu Eien,TV,Visual novel,14.0,2003-10-05,23 min per ep,R+ - Mild Nudity,7.17,71370.0,4003.0,1775,150013,1106,fall,Studio Fantasia,Lantis|Media Factory|Age,Funimation,Drama|Romance
148,Kita e.: Diamond Dust Drops,TV,Visual novel,12.0,2004-01-20,24 min per ep,PG-13 - Teens 13 or older,6.67,3225.0,6987.0,7102,10618,11,winter,Studio Deen,Inconnu,ADV Films,Drama|Romance
149,Loveless,TV,Manga,12.0,2005-04-07,24 min per ep,PG-13 - Teens 13 or older,6.71,72639.0,6720.0,1804,147141,1296,spring,J.C.Staff,Bandai Visual|TV Asahi|Frontier Works|Movic,Media Blasters,Boys Love|Drama|Mystery|Supernatural
150,Blood+,TV,Original,50.0,2005-10-08,23 min per ep,R - 17+ (violence & profanity),7.61,165418.0,1720.0,678,397655,4519,fall,Production I.G,Aniplex|Mainichi Broadcasting System|eNa,Sony Pictures Entertainment,Action|Drama|Horror|Mystery|Supernatural
151,Re: Cutie Honey,OVA,Manga,3.0,2004-07-24,45 min per ep,R+ - Mild Nudity,7.18,12793.0,3952.0,4401,34274,211,,Gainax|Toei Animation,Toei Video,Discotek Media,Action|Comedy|Girls Love|Sci-Fi|Ecchi
152,Solty Rei,TV,Original,24.0,2005-10-07,23 min per ep,R - 17+ (violence & profanity),7.32,13770.0,3088.0,4453,33224,142,fall,Gonzo|AIC,TV Asahi|Sotsu Music Publishing|Future Vision Music,Funimation,Action|Sci-Fi
153,Juuni Kokuki,TV,Novel,45.0,2002-04-09,25 min per ep,PG-13 - Teens 13 or older,8.02,49657.0,716.0,1590,172825,2651,spring,Studio Pierrot,NHK|Sogo Vision,Media Blasters|Discotek Media,Action|Adventure|Fantasy
154,Shaman King,TV,Manga,64.0,2001-07-04,23 min per ep,PG-13 - Teens 13 or older,7.74,203343.0,1328.0,707,384655,3763,summer,Xebec,TV Tokyo|Nihon Ad Systems|TV Tokyo Music,4Kids Entertainment|Discotek Media,Action|Adventure|Supernatural
155,X/1999,Movie,Manga,1.0,1996-08-03,1 hr 37 min,R+ - Mild Nudity,6.58,20064.0,7570.0,3873,44128,149,,Madhouse,Bandai Visual|Kadokawa Shoten|Victor Entertainment|Marubeni|Movic|Sega|Shelty|Arts Pro,Manga Entertainment,Action|Drama|Fantasy|Mystery
156,X,TV,Manga,24.0,2001-10-03,24 min per ep,R+ - Mild Nudity,7.4,37093.0,2677.0,2555,89848,780,fall,Madhouse,Bandai Visual|Kadokawa Shoten|d-rights|chara-ani.com|Arts Pro,Funimation|Geneon Entertainment USA,Action|Drama|Fantasy|Mystery
157,Mahou Sensei Negima!,TV,Manga,26.0,2005-01-06,23 min per ep,PG-13 - Teens 13 or older,6.93,66610.0,5339.0,1794,148534,509,winter,Xebec,Starchild Records,Funimation|Sentai Filmworks,Action|Comedy|Fantasy|Romance|Ecchi
158,Maria-sama ga Miteru,TV,Light novel,13.0,2004-01-08,23 min per ep,PG-13 - Teens 13 or older,7.31,23577.0,3132.0,2808,77082,729,winter,Studio Deen,Rondo Robe|TV Tokyo Music,Nozomi Entertainment|Maiden Japan,Drama|Girls Love
159,Boukyaku no Senritsu,TV,Manga,24.0,2004-04-07,23 min per ep,PG-13 - Teens 13 or older,6.34,6710.0,8983.0,5454,20636,42,spring,J.C.Staff,Gainax|Kadokawa Shoten|TBS|Ken Media,Geneon Entertainment USA,Adventure|Fantasy|Horror|Sci-Fi
160,"Ima, Soko ni Iru Boku",TV,Original,13.0,1999-10-14,24 min per ep,R - 17+ (violence & profanity),7.59,46058.0,1813.0,1679,160500,1269,fall,AIC,Victor Entertainment|Pioneer LDC|Rakuonsha|Aquatone,ADV Films|Central Park Media,Adventure|Drama|Fantasy|Sci-Fi
161,Peace Maker Kurogane,TV,Manga,24.0,2003-10-08,24 min per ep,R - 17+ (violence & profanity),7.31,24469.0,3138.0,3203,61319,282,fall,Gonzo,GDH|TV Asahi|Imagica,ADV Films|Funimation,Action
162,Pita Ten,TV,Manga,26.0,2002-04-07,24 min per ep,G - All Ages,6.99,11467.0,5030.0,4956,26137,94,spring,Madhouse,Broccoli,Nozomi Entertainment,Comedy|Fantasy|Romance
163,Power Stone,TV,Game,26.0,1999-04-03,24 min per ep,PG - Children,6.61,4453.0,7359.0,7444,9406,24,spring,Studio Pierrot,Avex Entertainment,ADV Films,Adventure|Comedy|Fantasy
164,Mononoke Hime,Movie,Original,1.0,1997-07-12,2 hr 13 min,PG-13 - Teens 13 or older,8.67,887073.0,83.0,108,1378534,24196,,Studio Ghibli,Tokuma Shoten|Nippon Television Network|Omnibus Promotion,GKIDS,Action|Adventure|Award Winning|Fantasy
165,RahXephon,TV,Original,26.0,2002-01-21,23 min per ep,PG-13 - Teens 13 or older,7.39,45440.0,2714.0,1994,128978,1024,winter,Bones,Media Factory|Victor Entertainment|Asatsu DK|Fuji TV,ADV Films|Sentai Filmworks,Award Winning|Drama|Mystery|Romance|Sci-Fi|Suspense
166,Samurai 7,TV,Other,26.0,2004-06-12,26 min per ep,PG-13 - Teens 13 or older,7.44,65372.0,2479.0,1888,138734,728,summer,Gonzo,GDH|Sotsu Music Publishing|Future Vision Music|MICO,Funimation,Sci-Fi
167,Scrapped Princess,TV,Light novel,24.0,2003-04-08,23 min per ep,PG-13 - Teens 13 or older,7.38,39979.0,2760.0,2330,104068,439,spring,Bones,Lantis|Kadokawa Shoten|A-Line|Rakuonsha,Funimation|Bandai Entertainment,Adventure|Drama|Fantasy|Sci-Fi
168,s.CRY.ed,TV,Original,26.0,2001-07-04,24 min per ep,PG-13 - Teens 13 or older,7.37,40321.0,2794.0,2578,88199,696,summer,Sunrise,Yomiko Advertising,Bandai Entertainment|Sentai Filmworks|Discotek Media,Action|Adventure|Drama|Sci-Fi
169,Shingetsutan Tsukihime,TV,Visual novel,12.0,2003-10-10,24 min per ep,R - 17+ (violence & profanity),6.79,75151.0,6221.0,1526,180548,710,fall,J.C.Staff,TBS|Rondo Robe|Movic|Geneon Entertainment,Sentai Filmworks|Geneon Entertainment USA,Action|Horror|Mystery|Romance|Supernatural
170,Slam Dunk,TV,Manga,101.0,1993-10-16,23 min per ep,PG-13 - Teens 13 or older,8.56,151610.0,133.0,823,337872,8146,fall,Toei Animation,TV Asahi,Geneon Entertainment USA,Sports
171,Strange Dawn,TV,Original,13.0,2000-07-11,23 min per ep,PG-13 - Teens 13 or older,6.47,2241.0,8243.0,8192,7403,10,summer,HAL Film Maker,Inconnu,Urban Vision,Adventure|Drama|Fantasy
173,Tactics,TV,Manga,25.0,2004-10-06,24 min per ep,PG-13 - Teens 13 or older,7.22,15010.0,3725.0,3907,43570,172,fall,Studio Deen,MediaNet,Manga Entertainment,Mystery|Supernatural
174,Tenjou Tenge,TV,Manga,24.0,2004-04-02,23 min per ep,R - 17+ (violence & profanity),6.86,94078.0,5788.0,1387,200441,637,spring,Madhouse,TV Asahi|Avex Mode|Arts Pro,Discotek Media|Geneon Entertainment USA,Action|Drama|Supernatural|Ecchi
175,Tokyo Underground,TV,Manga,26.0,2002-04-02,25 min per ep,PG-13 - Teens 13 or older,6.62,12415.0,7307.0,4527,31968,53,spring,Studio Pierrot,TV Tokyo Music,Discotek Media|Geneon Entertainment USA,Action|Adventure|Romance|Sci-Fi
176,Triangle Heart: Sweet Songs Forever,OVA,Visual novel,4.0,2003-07-24,28 min per ep,R - 17+ (violence & profanity),6.2,3177.0,9838.0,7924,8010,7,,Seven Arcs,Discovery,Inconnu,Adventure|Romance
177,Tsubasa Chronicle,TV,Manga,26.0,2005-04-09,25 min per ep,PG-13 - Teens 13 or older,7.52,100241.0,2132.0,1172,241426,2070,spring,Bee Train,NHK|Kodansha,Funimation,Action|Adventure|Drama|Fantasy|Romance
178,Ultra Maniac,TV,Manga,26.0,2003-05-20,23 min per ep,G - All Ages,7.21,14919.0,3789.0,4241,36798,151,spring,Ashi Productions,WAO World,Discotek Media|Geneon Entertainment USA,Comedy|Fantasy|Romance
179,Ultra Maniac OVA,OVA,Manga,1.0,2002-08-06,21 min,G - All Ages,6.61,2557.0,7375.0,8873,6103,3,,Ashi Productions,Inconnu,Inconnu,Comedy|Fantasy|Romance
180,Vandread,TV,Original,13.0,2000-10-03,22 min per ep,PG-13 - Teens 13 or older,7.17,45711.0,4039.0,2540,90523,445,fall,Gonzo,GDH|Dentsu|Media Factory,Funimation|Geneon Entertainment USA,Sci-Fi|Ecchi
181,Vandread: The Second Stage,TV,Original,13.0,2001-10-05,22 min per ep,PG-13 - Teens 13 or older,7.4,33308.0,2675.0,3319,57595,124,fall,Gonzo,GDH|Dentsu|Media Factory,Funimation|Geneon Entertainment USA,Sci-Fi|Ecchi
182,Tenkuu no Escaflowne,TV,Original,26.0,1996-04-02,24 min per ep,PG-13 - Teens 13 or older,7.67,70334.0,1543.0,1554,177344,2294,spring,Sunrise,TV Tokyo|Bandai Visual|Omnibus Promotion,Funimation|Bandai Entertainment,Adventure|Fantasy|Romance
183,Whistle!,TV,Manga,39.0,2002-05-06,24 min per ep,G - All Ages,7.43,7590.0,2526.0,6000,16057,83,spring,Studio Comet,Marvelous Entertainment,Inconnu,Sports
184,Xenosaga The Animation,TV,Game,12.0,2005-01-06,23 min per ep,PG-13 - Teens 13 or older,6.36,9083.0,8910.0,5278,22443,49,winter,Toei Animation,Happinet Pictures,ADV Films|Funimation,Sci-Fi
185,Initial D First Stage,TV,Manga,26.0,1998-04-19,25 min per ep,PG-13 - Teens 13 or older,8.36,218434.0,266.0,607,439329,13945,spring,Gallop|Studio Comet,OB Planning|Fuji TV,Funimation|Tokyopop,Action|Drama
186,Initial D Second Stage,TV,Manga,13.0,1999-10-15,23 min per ep,PG-13 - Teens 13 or older,8.19,152821.0,457.0,1070,263084,1220,fall,Pastel,OB Planning|Fuji TV,Funimation|Tokyopop,Action|Drama
187,Initial D Third Stage,Movie,Manga,1.0,2001-01-13,1 hr 44 min,PG-13 - Teens 13 or older,7.92,127575.0,879.0,1347,207376,736,,Studio Deen,OB Planning,Funimation,Action|Drama
188,Gosenzo Sane,OVA,Original,4.0,1998-09-25,30 min per ep,Rx - Hentai,6.16,1162.0,,10497,3741,11,,AIC,Green Bunny|BEAM Entertainment,Central Park Media,Comedy|Mystery|Supernatural|Hentai
189,Love Hina,TV,Manga,24.0,2000-04-19,23 min per ep,PG-13 - Teens 13 or older,7.09,140539.0,4505.0,998,281116,1529,spring,Xebec,TV Tokyo|Yomiko Advertising,Funimation|Bandai Entertainment,Comedy|Romance|Ecchi
190,Love Hina Again,OVA,Manga,3.0,2002-01-26,28 min per ep,PG-13 - Teens 13 or older,7.22,53493.0,3695.0,2564,89202,89,,Xebec,Starchild Records|Audio Tanaka,Bandai Entertainment|Discotek Media,Comedy|Romance|Ecchi
191,Love Hina Christmas Special: Silent Eve,TV Special,Manga,1.0,2000-12-25,45 min,PG-13 - Teens 13 or older,7.3,36922.0,3187.0,3231,60563,50,,Xebec,TV Tokyo|Yomiko Advertising,Bandai Entertainment,Comedy|Romance
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,TV Special,Manga,1.0,2001-04-02,46 min,PG-13 - Teens 13 or older,7.18,32956.0,3938.0,3395,55320,21,,Xebec,TV Tokyo|Yomiko Advertising,Bandai Entertainment,Adventure|Comedy|Romance
193,Maburaho,TV,Light novel,24.0,2003-10-14,23 min per ep,R+ - Mild Nudity,6.73,50273.0,6571.0,2351,102552,237,fall,J.C.Staff,Kadokawa Shoten|KlockWorx|Happinet Pictures|Sony PCL,ADV Films,Comedy|Drama|Romance|Ecchi
194,Macross Zero,OVA,Original,5.0,2002-12-21,31 min per ep,R+ - Mild Nudity,7.51,21140.0,2165.0,3917,43307,129,,Satelight,Bandai Visual|Big West,Anime Limited,Adventure|Sci-Fi
195,Onegai☆Teacher,TV,Original,12.0,2002-01-10,22 min per ep,PG-13 - Teens 13 or older,7.09,99251.0,4507.0,1465,188691,1005,winter,Daume,Bandai Visual|Genco,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
196,Onegai☆Twins,TV,Original,12.0,2003-07-15,23 min per ep,PG-13 - Teens 13 or older,6.81,51753.0,6092.0,2466,94878,190,summer,Daume,Bandai Visual|Genco|Lantis,Nozomi Entertainment|Bandai Entertainment,Comedy|Drama|Sci-Fi
197,Rizelmine,TV,Manga,24.0,2002-04-03,15 min per ep,R+ - Mild Nudity,6.53,11365.0,7866.0,4859,27424,54,spring,Madhouse|Imagin,m.o.e.,Inconnu,Comedy|Romance|Sci-Fi|Ecchi
198,Speed Grapher,TV,Original,24.0,2005-04-08,23 min per ep,R+ - Mild Nudity,7.31,43670.0,3148.0,2019,126367,651,spring,Gonzo,TV Asahi|Rakuonsha|WAO World|TAP|Future Vision Music,Funimation,Action|Mystery|Suspense
199,Sen to Chihiro no Kamikakushi,Movie,Original,1.0,2001-07-20,2 hr 4 min,PG - Children,8.77,1410782.0,46.0,44,2024733,35050,,Studio Ghibli,Dentsu|TOHO|Tokuma Shoten|Tohokushinsha Film Corporation|Nippon Television Network|Mitsubishi,Disney Platform Distribution|GKIDS,Adventure|Award Winning|Fantasy
200,Tenshi na Konamaiki,TV,Manga,50.0,2002-04-07,24 min per ep,PG-13 - Teens 13 or older,7.44,10713.0,2484.0,4619,30823,156,spring,TMS Entertainment,TV Tokyo,Inconnu,Comedy|Romance
201,Video Girl Ai,OVA,Manga,6.0,1992-03-27,29 min per ep,R+ - Mild Nudity,7.23,14663.0,3662.0,4375,34656,152,,Production I.G,Shueisha,VIZ Media,Comedy|Drama|Romance|Ecchi
202,Wolf's Rain,TV,Original,26.0,2003-01-07,23 min per ep,PG-13 - Teens 13 or older,7.79,138774.0,1199.0,779,352928,5974,winter,Bones,Bandai Visual|Asatsu DK|Fuji TV,Funimation|Bandai Entertainment,Action|Adventure|Drama|Fantasy|Mystery
203,Words Worth,OVA,Visual novel,5.0,1999-08-25,28 min per ep,Rx - Hentai,6.75,3887.0,,7352,9748,38,,Arms,Green Bunny,NuTech Digital,Adventure|Fantasy|Hentai
204,Yumeria,TV,Visual novel,12.0,2004-01-09,24 min per ep,PG-13 - Teens 13 or older,6.08,13385.0,10510.0,4677,30035,34,winter,Studio Deen,Inconnu,ADV Films|Sentai Filmworks,Action|Comedy|Ecchi
205,Samurai Champloo,TV,Original,26.0,2004-05-20,24 min per ep,R - 17+ (violence & profanity),8.52,685700.0,155.0,112,1348851,41125,spring,Manglobe,Victor Entertainment|Fuji TV|Barnum Studio|Tokuma Shoten|flying DOG,Funimation|Geneon Entertainment USA,Action|Adventure|Comedy
206,Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,27.0,1998-04-01,23 min per ep,PG-13 - Teens 13 or older,7.17,13091.0,3996.0,4053,40268,148,spring,AIC,Kadokawa Shoten|Yomiko Advertising|Marubeni,Funimation|Central Park Media,Action|Adventure|Drama|Fantasy|Romance
207,Lodoss-tou Senki,OVA,Light novel,13.0,1990-06-30,24 min per ep,R - 17+ (violence & profanity),7.34,30761.0,2943.0,2448,96069,826,,Madhouse,Kadokawa Shoten|TBS|Marubeni|Arts Pro,Funimation|Central Park Media,Action|Adventure|Fantasy
208,R.O.D: Read or Die,OVA,Light novel,3.0,2001-05-23,31 min per ep,PG-13 - Teens 13 or older,7.63,36252.0,1671.0,2818,76692,370,,Studio Deen,Aniplex|SME Visual Works,Aniplex of America|Manga Entertainment,Action|Adventure|Mystery|Sci-Fi
209,R.O.D: The TV,TV,Manga,26.0,2003-09-01,25 min per ep,R+ - Mild Nudity,7.54,30580.0,2021.0,2857,74770,452,fall,J.C.Staff,Aniplex|Studio Deen|Broccoli|Sony Music Entertainment,Aniplex of America|Geneon Entertainment USA,Action|Adventure|Comedy|Drama|Sci-Fi
210,Ranma ½,TV,Manga,161.0,1989-04-15,24 min per ep,R+ - Mild Nudity,7.78,131813.0,1225.0,988,283715,4701,spring,Studio Deen,Kitty Films|Fuji TV|Shogakukan,VIZ Media,Action|Comedy|Romance|Ecchi
211,Pure Mail,OVA,Visual novel,2.0,2001-09-25,29 min per ep,Rx - Hentai,6.18,1587.0,,10112,4216,11,,Datama Film,Green Bunny,Adult Source Media,Hentai
212,Project A-Ko,Movie,Original,1.0,1986-06-21,1 hr 23 min,PG-13 - Teens 13 or older,6.93,10462.0,5346.0,4985,25761,166,,APPP,Soeishinsha|Arts Pro,Central Park Media|Discotek Media,Adventure|Comedy|Sci-Fi
213,Pia Carrot e Youkoso!!,OVA,Visual novel,3.0,1997-10-24,27 min per ep,Rx - Hentai,6.25,1768.0,,9864,4546,3,,Triple X,Pink Pineapple,NuTech Digital,Comedy|Hentai
214,Pia Carrot e Youkoso!! 2,OVA,Visual novel,3.0,1998-10-23,28 min per ep,Rx - Hentai,6.51,1375.0,,10983,3265,3,,Triple X,Pink Pineapple,NuTech Digital,Comedy|Hentai
215,Pia Carrot e Youkoso!! 2 DX,OVA,Visual novel,6.0,1999-12-18,28 min per ep,PG-13 - Teens 13 or older,6.55,1465.0,7731.0,10746,3475,3,,Garyuu Studio,Inconnu,Sentai Filmworks,Comedy|Romance
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie,Visual novel,1.0,2002-10-19,47 min,PG-13 - Teens 13 or older,6.11,1551.0,10321.0,10582,3641,1,,I-move,TV Tokyo,Inconnu,Comedy|Romance
217,Shin Angel,OVA,Manga,5.0,1994-10-21,33 min per ep,Rx - Hentai,6.31,1200.0,,10432,3818,12,,Arms,Pink Pineapple,SoftCel Pictures,Comedy|Drama|Hentai
218,Kidou Senkan Nadesico,TV,Original,26.0,1996-10-01,23 min per ep,PG-13 - Teens 13 or older,7.53,21730.0,2063.0,3227,60703,507,fall,Xebec,TV Tokyo|Starchild Records|Yomiko Advertising|Audio Tanaka,ADV Films|Nozomi Entertainment,Comedy|Romance|Sci-Fi
219,Kidou Senkan Nadesico: The Prince of Darkness,Movie,Original,1.0,1998-08-01,1 hr 19 min,R - 17+ (violence & profanity),6.76,9269.0,6391.0,5669,18561,33,,Xebec,TV Tokyo|Kadokawa Shoten|Toei Video|Movic|Sega|ING|King Records|Audio Tanaka,ADV Films|Nozomi Entertainment,Award Winning|Drama|Sci-Fi
220,Kuro no Danshou,OVA,Visual novel,4.0,1999-10-29,31 min per ep,Rx - Hentai,5.66,1084.0,,10756,3467,13,,JOF,Discovery,Central Park Media|Critical Mass Video,Horror|Hentai
221,Mezzo Forte,OVA,Original,2.0,2000-05-25,30 min per ep,Rx - Hentai,6.68,18075.0,,4110,39344,125,,Arms,Green Bunny,Media Blasters|SoftCel Pictures,Action|Comedy|Sci-Fi|Hentai
222,Mezzo DSA,TV,Original,13.0,2004-01-04,24 min per ep,R+ - Mild Nudity,6.72,9930.0,6652.0,4852,27501,84,winter,Arms,Studio Pierrot|Shochiku|Memory-Tech|Happinet Pictures|Arts Pro,ADV Films|Sentai Filmworks,Action|Adventure|Comedy|Mystery|Sci-Fi
223,Dragon Ball,TV,Manga,153.0,1986-02-26,24 min per ep,PG-13 - Teens 13 or older,7.98,725200.0,771.0,151,1137895,17933,winter,Toei Animation,Fuji TV,Funimation,Action|Adventure|Comedy|Fantasy
225,Dragon Ball GT,TV,Manga,64.0,1996-02-07,24 min per ep,PG-13 - Teens 13 or older,6.52,452050.0,7892.0,357,677714,2323,winter,Toei Animation,Fuji TV,Funimation,Action|Adventure|Comedy|Fantasy
226,Elfen Lied,TV,Manga,13.0,2004-07-25,25 min per ep,R+ - Mild Nudity,7.46,921984.0,2357.0,81,1614065,25153,summer,Arms,VAP|Genco|Zack Promotion,ADV Films|Sentai Filmworks,Action|Drama|Horror|Romance|Suspense
227,FLCL,OVA,Original,6.0,2000-04-26,25 min per ep,PG-13 - Teens 13 or older,8.04,466790.0,681.0,234,895474,33147,,Gainax|Production I.G,Starchild Records|King Records,Funimation,Avant Garde|Comedy|Sci-Fi|Suspense
228,Jigoku Shoujo,TV,Original,26.0,2005-10-05,25 min per ep,R - 17+ (violence & profanity),7.61,139992.0,1733.0,705,385155,3375,fall,Studio Deen,Aniplex|SKY Perfect Well Think|DAX Production,Funimation,Horror|Mystery|Supernatural|Suspense
